price,year,brand,model,fuel,transmission,km,type,hp,cc,color,damage,heavy_damage,city,county,neighborhood,url
597.500,2019,Renault,Clio,,Manuel,41.000,,90 hp,898 cc,Gri,,,Manisa,Turgutlu,Cumhuriyet Mah.,https://www.sahibinden.com/ilan/vasita-otomobil-renault-41.000-km-sifir-ayarinda-1263162368/detay
